Species ID	Phylum	Class	Order	Family	Genus	Species	Common names (Eng)	Red List criteria version	Year assessed	Justification	Threats
12981	Chordata	Mammalia	Rodentia	Cricetidae	Megalomys	luciae	Santa Lucian Pilorie, Santa Lucia Giant Rice Rat	3.1	2008		Presumably went extinct due to mongoose introductions, as the last historical record slightly predates the introduction of the mongoose.
184749	Mollusca	Gastropoda	Littorinimorpha	Hydrobiidae	Mercuria	letourneuxiana		3.1	2010		This species is threatened by pollution of the thermal springs.
22680496	Chordata	Aves	Anseriformes	Anatidae	Mergus	australis	Auckland Merganser, Auckland Island Merganser	3.1	2016		Its decline was presumably caused by a combination of hunting and predation by introduced pigs, rats, cats and dogs(Kear and Scarlett 1970) - the species's incipient flightlessness made it especially vulnerable (Livezey 1989b).
21460777	Arthropoda	Arachnida	Opiliones	Zalmoxidae	Metazalmoxis	ferruginea		3.1	2014		This species was last recorded in 1892. Since this time habitat has deteriorated significantly due to the effects of invasive plant species and this was probably the main factor leading to its extinction.
22691086	Chordata	Aves	Columbiformes	Columbidae	Microgoura	meeki	Choiseul Pigeon, Solomon Islands Crowned-pigeon, Kuvojo, Solomons Crested Pigeon	3.1	2016	This species is known from Choiseul, Solomon Islands, but it has not been recorded since 1904 and is now Extinct. It is likely to have been heavily predated by introduced dogs and cats.	Its extinction was presumably caused by predation by feral dogs and especially cats (Tennent 2009), as suitable habitat remains on the island (Collar et al. 1994).
73	Chordata	Actinopterygii	Cypriniformes	Cyprinidae	Mirogrex	hulensis	Hula Bream	3.1	2014		The Hula swamp was artificially drained by 1957 in order to obtain good agricultural land. Such agricultural development led to massive reduction in the number and size of aquatic ecosystems, due to the diversion and exploitation of their sources. Drainage of the lake resulted in the species being restricted to marsh and pond areas in Hula nature reserve. The reserve management switched from using spring water to fishpond water in the species' habitat, resulting in decline and the extinction of the fish within six years of doing so.
22704329	Chordata	Aves	Passeriformes	Mohoidae	Moho	apicalis	Oahu Oo, O'ahu 'O'o	3.1	2016		Its extinction was presumably caused by a combination of habitat destruction and the introduction of disease-carrying mosquitoes (Pratt 1994).
22704335	Chordata	Aves	Passeriformes	Mohoidae	Moho	bishopi	Bishop's Oo, Bishop's 'O'o, Molokai 'o'o	3.1	2016		Habitat destruction caused by conversion to agriculture and grazing by feral mammals inevitably initiated the species's decline, with introduced black rat Rattus rattus and the spread of disease carried by introduced mosquitoes blamed for the population crash early in the 20th century (Pratt 1994).
22704323	Chordata	Aves	Passeriformes	Mohoidae	Moho	braccatus	Kauai Oo, Kaua'i 'O'o	3.1	2016		Habitat destruction and the introduction of black rat Rattus rattus, pigs and disease-carrying mosquitoes to the lowlands were the probable causes of this species's extinction (Collar et al. 1994).
22704342	Chordata	Aves	Passeriformes	Mohoidae	Moho	nobilis	Hawaii Oo, Hawai'i 'O'o	3.1	2016		Its decline to extinction was presumably caused by both habitat destruction and disease. While it has been shown that the feathers of this species were used in early Hawaiian ornaments, it is thought that collection played only a minor role in its extinction relative to other factors (Amante-Helweg and Conant 2009).
39291	Chordata	Actinopterygii	Cypriniformes	Catostomidae	Moxostoma	lacerum	Harelip Sucker	3.1	2013		Formerly, the species was common but it is now extinct, probably due to increased turbidity and siltation of habitat resulting from agricultural practices (Miller et al. 1989).
22728746	Chordata	Aves	Gruiformes	Rallidae	Mundia	elpenor	Ascension Crake, Ascension Flightless Crake	3.1	2016		Its extinction was probably caused by the introduction of rats and cats (Olson 1973).
22708559	Chordata	Aves	Passeriformes	Turdidae	Myadestes	myadestinus	Kamao, Hawaiian Thrush, Kama'o	3.1	2016		Disease carried by introduced mosquitoes and the destruction and degradation of forests are likely to have been the chief causes of extinction (USFWS 1983). The advance of feral pigs into pristine upland forests degraded habitat and facilitated the spread of mosquitoes (Pratt 1994). Competition with introduced birds may have exacerbated the problems faced by this species (Wakelee and Fancy 1999), and introduced predators are likely to have also played a part (Woodworth et al. 2009). Deprived of lowland forest the species was also exposed to the effects of hurricane damage in upland forest, which severely disrupted portions of native forest and allowed the germination and expansion of noxious weeds (Pratt 1994, Conant et al. 1998). Also potentially detrimental to the remaining suitable habitat are introductions of new alien invertebrates, such as the two-spotted leafhopper (Sophonia rufofascia), which may threaten many food plants of M. myadestinus (USFWS 2003).
22708564	Chordata	Aves	Passeriformes	Turdidae	Myadestes	woahensis	Amaui, 'Amaui	3.1	2016		The cause of the species's extinction is unknown (Greenway 1967), but habitat destruction and avian malaria are likely causal factors.
22707354	Chordata	Aves	Passeriformes	Monarchidae	Myiagra	freycineti	Guam Flycatcher, Guam Broadbill	3.1	2016		Its rapid decline to extinction was due to the depredations of introduced brown tree snake Boiga irregularis (Savidge 1987).
22728841	Chordata	Aves	Cuculiformes	Cuculidae	Nannococcyx	psix	St Helena Cuckoo	3.1	2016	This species was formerly found on St Helena. It is now Extinct, presumably as a result of island deforestation in the 18th century.	Its extinction is likely to have occurred as a result of the deforestation of the island.
22710836	Chordata	Aves	Passeriformes	Sturnidae	Necropsar	rodericanus	Rodrigues Starling, Rodriguez Starling	3.1	2016	This species was endemic to the island of Rodrigues, Mauritius, but is now Extinct, probably due to a combination of hunting, habitat loss and the action of invasive species. The last records date from 1726, and the species was not found on a visit in 1761.	The reason for this species's extinction is unknown (Cheke 1987), but hunting, habitat destruction and the depredations of introduced mammals must surely all have contributed.
22728851	Chordata	Aves	Psittaciformes	Psittacidae	Necropsittacus	rodricanus	Rodrigues Parrot	3.1	2016	This species was endemic to the island of Rodrigues, Mauritius, but is now Extinct. It was last reported in 1761 and presumably hunted to extinction soon after.	Hunting is likely to have caused its extinction.
13655	Chordata	Mammalia	Carnivora	Phocidae	Neomonachus	tropicalis	Caribbean Monk Seal, West Indian Seal, West Indian Monk Seal	3.1	2015		The only known predators of Caribbean Monk Seals were sharks and humans. Intensive exploitation began with the voyages of Columbus, and continued for centuries afterwards, as the seals were killed for their skins and oil. In more recent years, the seal was also subject to persecution from the fishing industry. This human pressure brought the population to very low numbers, ultimately resulting in extinction of the species (Allen 2004, Hairr 2011).
14556	Mollusca	Gastropoda	Hygrophila	Planorbidae	Neoplanorbis	tantillus	Little Flat-top Snail	3.1	2012		Past impoundment of its habitat was the main threat to this species and has ultimately led to its extinction. The Coosa River was impounded several times, first in 1914 (Lay Lake) and most recently in 1967 (Lake Bouldin) (J. Cordeiro pers. comm. 2012).
14576	Chordata	Mammalia	Rodentia	Cricetidae	Neotoma	anthonyi	Anthony's Woodrat	3.1	2008		Predation by feral cats has been cited as the primary reason for extirpation of this species (Cortes-Calva et al. 2001).
14577	Chordata	Mammalia	Rodentia	Cricetidae	Neotoma	bunkeri	Bunker's Woodrat, Coronados Island Woodrat	3.1	2008		Depletion of food resources and predation by feral cats has been cited as likely causes of the extirpation of this species (Smith et al. 1993).
14580	Chordata	Mammalia	Rodentia	Cricetidae	Neotoma	martinensis	San Martin Island Woodrat	3.1	2008		Predation by feral cats has been cited as a primary threat to the extirpation of this species (Cortes-Calva et al. 2001).
40784	Chordata	Mammalia	Carnivora	Mustelidae	Neovison	macrodon	Sea Mink	3.1	2016	Sea Mink is Extinct. It was thought to have survived until about 1894 in New Brunswick (Campbell 1988, Nowak 1999), but it is uncertain whether these animals belonged to this species or to Neovison vison. Mead et al. (2000) substantiated the validity of Sea Mink as a species and estimated the extinction date as about 1860. This species was hunted to extinction (apparently for the fur trade).	
22714587	Chordata	Aves	Passeriformes	Acrocephalidae	Nesillas	aldabrana	Aldabra Brush-warbler	3.1	2016		There is little suitable habitat on Aldabra, which is likely to have played a part in its extinction. It is likely that rat and cat predation was more important though, as well as degradation of its habitat by tortoises and goats (Hambler et al. 1985, Skerrett and Disley 2011).
62257034	Chordata	Aves	Columbiformes	Columbidae	Nesoenas	cicur	Mauritius Turtle-dove	3.1	2016		This species probably became extinct as a result of overhunting, predation by invasive mammals such as Black Rats, and deforestation (Hume and Walters 2012).
22728712	Chordata	Aves	Columbiformes	Columbidae	Nesoenas	duboisi	Reunion Pigeon	3.1	2016		Hunting, and perhaps also introduced predators, are likely to have caused its rapid demise.
22728722	Chordata	Aves	Columbiformes	Columbidae	Nesoenas	rodericanus	Rodrigues Turtle-dove	3.1	2016		The species was described as being tame and easily hunted, but the presence of Black Rats Rattus rattus was likely the main driver of extinction (Hume and Walters 2012).
41313	Chordata	Mammalia	Eulipotyphla	Nesophontidae	Nesophontes	edithae	Edith's Island-shrew, Edith's Nesophont, Puerto Rican Nesophontes	3.1	2008	Listed as Extinct, because this species is known to have survived across its range (based on radiocarbon dating) only until the time of European arrival (post 1500), but has not been recorded since.	Introduced rats are the most likely reason for the species' extinction.
14672	Chordata	Mammalia	Eulipotyphla	Nesophontidae	Nesophontes	hypomicrus	Atalaye Nesophontes	3.1	2008		Introduced rats are the most likely cause of the extinction of this species. Remains of this species have been found together with those of Rattus spp. and Mus spp. which were introduced to the island by European ships. The burning of forests for cultivation purposes is also considered to have pushed these species to extinction.
136381	Chordata	Mammalia	Eulipotyphla	Nesophontidae	Nesophontes	major		3.1	2008		Introduced rats are the most probable reason for the extinction of this species. Fossil deposits of this species have been found with rat fossils.
14673	Chordata	Mammalia	Eulipotyphla	Nesophontidae	Nesophontes	micrus	Western Cuban Nesophontes	3.1	2008		Introduced rats are the most likely cause of the extinction of this species. Remains of this species have been found together with those of Rattus spp. and Mus spp. which were introduced to the island by European ships. The burning of forests for cultivation purposes is also considered to have pushed these species to extinction.
14674	Chordata	Mammalia	Eulipotyphla	Nesophontidae	Nesophontes	paramicrus	St. Michel Nesophontes	3.1	2008		Introduced rats are the most likely cause of the extinction of this species. Remains of this species have been found together with those of Rattus spp. and Mus spp. which were introduced to the island by European ships. The burning of forests for cultivation purposes is also considered to have pushed these species to extinction.
14676	Chordata	Mammalia	Eulipotyphla	Nesophontidae	Nesophontes	zamicrus	Haitian Nesophontes	3.1	2008		Introduced rats are the most likely cause of the extinction of this species. Remains of this species have been found together with those of Rattus spp. and Mus spp. which were introduced to the island by European ships. The burning of forests for cultivation purposes is also considered to have pushed these species to extinction.
14706	Chordata	Mammalia	Rodentia	Cricetidae	Nesoryzomys	darwini	Darwin's Galapagos Mouse	3.1	2008	Nesoryzomys darwini was apparently restricted to the island of Santa Cruz where it was first collected in 1906 and last seen in 1930. The extinction of this species is attributed to the introduction of the Black Rat Rattus rattus to the island in the late 1930s and due to pathogens to which the native species were susceptible or through direct competition with the introduced species. Other species introduced include House Mouse Mus musculus, the Norway Rat R. norvegicus and feral cats, all of which would also have had an impact on rodent decline and extinction. Recent repeated surveys have failed to locate any individuals of this species.	The introduction of the black rat (Rattus rattus) is the main cause of the extinction of this species.
14708	Chordata	Mammalia	Rodentia	Cricetidae	Nesoryzomys	indefessus	Indefatigable Galapagos Mouse	3.1	2008	This species is listed as Extinct as specimens were last collected in 1934 and repeated surveys at several places on the island have failed to locate any individuals. The extinction is probably due to the introduction of the Black Rat Rattus rattus to the island in the late 1930s and was either the result of the introduction of pathogens to which the native species was susceptible or through direct competition with the introduced species. Other species introduced include House Mouse Mus musculus, the Norway Rat R. norvegicus and feral cats, all of which would also have had an impact on rodent decline and extinction.	The introduction of the black rat (Rattus rattus) is the cause of the probable extinction of this species.
22684834	Chordata	Aves	Psittaciformes	Strigopidae	Nestor	productus	Norfolk Kaka	3.1	2016		It was reportedly tame, and hence heavily hunted for food by convicts and early settlers and easily trapped as a pet.
14861	Chordata	Mammalia	Rodentia	Muridae	Notomys	amplus	Short-tailed Hopping-mouse	3.1	2016		The reasons for the loss of this species are unknown, but may be related to predation by introduced species such as foxes and feral cats.
14864	Chordata	Mammalia	Rodentia	Muridae	Notomys	longicaudatus	Long-tailed Hopping-mouse	3.1	2016		Extinction is attributed to predation by feral cats. Extinction occurred prior to the arrival of the Red Fox in WA and parts of central Australia; feral Cats had colonised all of Australia by the 1890s (Abbott 2002, 2008) and have been implicated in the extinction of a range of larger rodents and other medium-sized mammals.
14865	Chordata	Mammalia	Rodentia	Muridae	Notomys	macrotis	Big-eared Hopping-mouse	3.1	2016		Extinction is considered to be primarily caused by predation by feral cats. The Large-eared Hopping-mouse's habitat, loamy valley soils with grass, was used for sheep herding at the time of extinction; this would have degraded its habitat and collapsed its burrows. Evidence for epizootic disease as the primary factor, but probably interacting with drought and predation by feral cats as secondary factors, in decline and extinction of many mammal species in Western Australia; many of these declined before the arrival of foxes (Abbott 2006).
14866	Chordata	Mammalia	Rodentia	Muridae	Notomys	mordax	Darling Downs Hopping-mouse	3.1	2016		Extinction is considered to be due primarily to predation by feral cats. Habitat destruction for agriculture and habitat degradation due to livestock may have contributed.
14891	Chordata	Actinopterygii	Cypriniformes	Cyprinidae	Notropis	orca	Phantom Shiner	3.1	2013		The decline of this species probably was due to water diversion, dams and their impoundments (and loss of unstable flood-drought regime formerly characteristic of the Rio Grande), chemical pollution, salinity increase correlated with irrigation projects, and introduced fishes (Miller et al. 1989).
62286255	Chordata	Aves	Pelecaniformes	Ardeidae	Nyctanassa	carcinocatactes	Bermuda Night-heron	3.1	2016	This species is known only from subfossil remains. It likely became Extinct during the early 17th century as a result of invasive predators and hunting for food by human settlers.	It was probably driven to extinction by invasive predators such as feral cats, hunting, and perhaps a shortage of prey (Hume and Walters 2012).
22728781	Chordata	Aves	Pelecaniformes	Ardeidae	Nycticorax	duboisi	Reunion Night-heron	3.1	2016		"It was said to be ""good and fat"", hunting is therefore likely to have caused its extinction."
22728777	Chordata	Aves	Pelecaniformes	Ardeidae	Nycticorax	mauritianus	Mauritius Night-heron, Mauritius Night-Heron	3.1	2016	This species is known from the mainland of Mauritius. It was last recorded in 1693, and was probably driven Extinct by hunters before 1700.	Hunting is likely to have led to its extinction.
22728787	Chordata	Aves	Pelecaniformes	Ardeidae	Nycticorax	megacephalus	Rodrigues Night-heron, Rodrigues Night-Heron	3.1	2016		Leguat mentioned that they were easily caught (Hachisuka 1953), although they were not quite flightless (Cheke 1987). This hunting presumably caused their extinction.
15187	Mollusca	Gastropoda	Littorinimorpha	Hydrobiidae	Ohridohauffenia	drimica		3.1	2010		After a great drainage of the Drim River, surveys could not find this species anymore (Radoman 1985).
15255	Chordata	Mammalia	Rodentia	Cricetidae	Oligoryzomys	victus	St Vincent Pygmy Rice Rat, St. Vincent Pygmy Rice Rat	3.1	2008	Extrapolating from the fact that every other rice rat species has been extirpated from the Lesser Antillean region due to introduced species, it is inferred that this species has become extinct for the same reason.	Black rats, brown rats, and mongoose are present on the island and likely resulted in the extinction of the species.
15331	Chordata	Mammalia	Diprotodontia	Macropodidae	Onychogalea	lunata	Crescent Nailtail Wallaby	3.1	2016		This species was probably extirpated by predation from introduced foxes and cats. Habitat degradation, including changing fire regimes and the impact of rabbits and introduced stock, may have had an impact. In part of their range (south-western Western Australia and parts of New South Wales), pastoral expansion leading to habitat degradation, mainly by sheep, was likely to have been detrimental to the species. There is evidence for epizootic disease as the primary factor, but probably interacting with drought and predation by feral cats as secondary factors, in decline and extinction of many mammal species in WA; many of these declined before the arrival of foxes; however, this epizootic did not greatly affect arid zone mammals (Abbott 2006)
15144	Arthropoda	Insecta	Coleoptera	Curculionidae	Oodemas	laysanensis	Laysan Weevil	3.1	2014	This weevil was restricted to Laysan island. It was last recorded in 1964 and is thought to be extinct. Extinction was probably due to extensive habitat degradation.	The species is extinct, probably as a result of decades of habitat degradation caused by introduced rabbits and plants.
201484	Arthropoda	Diplopoda	Polydesmida	Paradoxosomatidae	Orthomorpha	crinita		3.1	2014		It is likely that this species was threatened by habitat deterioration due to the effects of invasive plants, especially Cinnamomum verum, and climate change causing drying of higher, cloud associated habitats.
136540	Chordata	Mammalia	Rodentia	Cricetidae	Oryzomys	antillarum	Jamaican Rice Rat	3.1	2008		Likely went extinct following the introduction of mongoose. The species was last recorded five years after the introduction of mongoose to Jamaica.
15583	Chordata	Mammalia	Rodentia	Cricetidae	Oryzomys	nelsoni	Nelson's Rice Rat, Tres Marias Island Rice Rat	3.1	2008		The extinction of the species may have been caused by Rattus rattus (Wilson 1991 in Alvarez-CastaÃ±eda and Mendez 2003).
168116	Mollusca	Gastropoda	Stylommatophora	Cerastidae	Pachnodus	curiosus		3.1	2009		Extinction was probably caused by extensive fires in the early 1800s, which destroyed all forest habitat on the island.
168112	Mollusca	Gastropoda	Stylommatophora	Cerastidae	Pachnodus	ladiguensis		3.1	2009		The cause of extinction is believed to be habitat destruction, as natural woodlands were replaced with large-scale wood plantations in the 1800s.
40091	Mollusca	Gastropoda	Stylommatophora	Cerastidae	Pachnodus	velutinus		3.1	2009		Being vulnerable to dessication, this species was historically threatened by habitat degradation and climatic changes. Hybridization with Pachnodus niger led to the extinction of this species in 1994.
15867	Arthropoda	Malacostraca	Decapoda	Astacidae	Pacifastacus	nigrescens	Sooty Crayfish	3.1	2010		Pacifastacus nigrescens is restricted to the San Francisco Bay region of northern California, but has disappeared as a result of urbanization and interactions with introduced crayfish species such as the Signal Crayfish (Pacifastacus leniusculus) and Procambarus clarkii (NatureServe 2009).
15949	Chordata	Actinopterygii	Cyprinodontiformes	Poeciliidae	Pantanodon	madagascariensis		3.1	2016		A very restricted range, deforestation and resulting habitat destruction, coupled with the introduction of exotic species, primarily Gambusia species, are thought to have contributed to the decline of this taxon.
22720823	Chordata	Aves	Passeriformes	Fringillidae	Paroreomyza	flammea	Kakawahie, Molokai Creeper	3.1	2016		Its extinction was presumably due to habitat destruction and disease (Collar et al. 1994). It is not thought to have been collected for ornament (Amante-Helweg and Conant 2009).
16284	Mollusca	Gastropoda	Stylommatophora	Partulidae	Partula	arguta	Polynesian Tree Snail	3.1	2009	The carnivorous snail Euglandina rosea was introduced onto the island in the early 1990s and extinctions of endemic partulid species began immediately. Individuals of Partula arguta were collected for the ex-situ breeding programme during subsequent surveys but the last individual died in 1994. No live individuals were found during surveys in 2000.	
16298	Mollusca	Gastropoda	Stylommatophora	Partulidae	Partula	atilis	Polynesian Tree Snail	3.1	2009	After the introduction of the carnivorous snail Euglandina rosea in the late 1980s species began disappearing rapidly. By 1992 there were few left and no live individuals were found during surveys in 1994 and 2000 or during subsequent scientific expeditions to high altitudes.	The extinction of this species is attributed to the carnivorous snail Euglandina rosea which was introduced in the late 1980s.
16272	Mollusca	Gastropoda	Stylommatophora	Partulidae	Partula	aurantia	Moorean Viviparous Tree Snail, Polynesian Tree Snail	3.1	2009	The carnivorous snail Euglandina rosea was introduced onto the island in 1977 and there was immediate disastrous impact with this species being the first to go extinct as a result of predation. No live individuals of Partula aurantia were found during the intensive surveys of the 1980s or in 2005.	The extinction of this species is attributed to the carnivorous snail Euglandina rosea which was introduced onto the island in 1977.
16300	Mollusca	Gastropoda	Stylommatophora	Partulidae	Partula	auriculata	Polynesian Tree Snail	3.1	2009	After the introduction of the carnivorous snail Euglandina rosea to the islands in the late 1980s, species began disappearing rapidly. By 1992 there were few left and no live individuals of Partula auriculata were found during surveys in 1994 and 2000 or during subsequent scientific expeditions to high altitudes.	The extinction of this species is attributed to the introduction of the carnivorous snail Euglandina rosea.
16334	Mollusca	Gastropoda	Stylommatophora	Partulidae	Partula	bilineata	Polynesian Tree Snail	3.1	2009	After the introduction of the carnivorous snail Euglandina rosea in the late 1980s, the native partulid species on this island began to disappear as a result of predation. No live individual partulids were found in the surveys of 1994 and none have been seen during scientific expeditions to high altitude areas since then (J.-Y. Meyer, pers. comm.).	The extinction of this species is attributed to the introduction of the carnivorous snail Euglandina rosea.
16335	Mollusca	Gastropoda	Stylommatophora	Partulidae	Partula	callifera	Polynesian Tree Snail	3.1	2009	After the introduction of the carnivorous snail Euglandina rosea in the late 1980s, native partulid species began disappearing rapidly. By 1992 there were few left and no live individuals were found during surveys in 1994 and 2000 or during subsequent scientific expeditions to high altitudes.	The extinction of this species is attributed to the introduction of the carnivorous snail Euglandina rosea.
16301	Mollusca	Gastropoda	Stylommatophora	Partulidae	Partula	candida	Polynesian Tree Snail	3.1	2009	After the introduction of the carnivorous snail Euglandina rosea in the late 1980s, native partulid species began disappearing rapidly. By 1992 there were few left and no live individuals were found during surveys in 1994 and 2000 or during subsequent scientific expeditions to high altitudes.	The extinction of this species is attributed to the introduction of the carnivorous snail Euglandina rosea.
16336	Mollusca	Gastropoda	Stylommatophora	Partulidae	Partula	cedista	Polynesian Tree Snail	3.1	2009	After the introduction of the carnivorous snail Euglandina rosea in the late 1980s, native partulid species began disappearing rapidly. By 1992 there were few left and no live individuals were found during surveys in 1994 and 2000 or during subsequent scientific expeditions to high altitudes.	The extinction of this species is attributed to the introduction of the carnivorous snail Euglandina rosea.
16303	Mollusca	Gastropoda	Stylommatophora	Partulidae	Partula	citrina	Polynesian Tree Snail	3.1	2009	After the introduction of the carnivorous snail Euglandina rosea in the late 1980s, native partulid species began disappearing rapidly. By 1992 there were few left and no live individuals were found during surveys in 1994 and 2000 or during subsequent scientific expeditions to high altitudes.	The extinction of this species is attributed to the introduction of the carnivorous snail Euglandina rosea.
16306	Mollusca	Gastropoda	Stylommatophora	Partulidae	Partula	crassilabris	Polynesian Tree Snail	3.1	2009	After the introduction of the carnivorous snail Euglandina rosea in the late 1980s, native partulid species began disappearing rapidly. By 1992 there were few left and no live individuals were found during surveys in 1994 and 2000 or during subsequent scientific expeditions to high altitudes.	The extinction of this species is attributed to the introduction of the carnivorous snail Euglandina rosea.
16307	Mollusca	Gastropoda	Stylommatophora	Partulidae	Partula	cuneata	Polynesian Tree Snail	3.1	2009	After the introduction of the carnivorous snail Euglandina rosea in the late 1980s species began disappearing rapidly. By 1992 there were few left and no live individuals were found during surveys in 1994 and 2000 or during subsequent scientific expeditions to high altitudes.	The extinction of this species is attributed to the introduction of the carnivorous snail Euglandina rosea.
16337	Mollusca	Gastropoda	Stylommatophora	Partulidae	Partula	cytherea	Polynesian Tree Snail	3.1	2009	After the introduction of the carnivorous snail Euglandina rosea to Tahiti in 1977 populations and species of native partulid snails began to disappear rapidly as a result of predation. No live individuals were found in this species' range (Papenoo Valley) during searches in the 1980s and 1990s and during the intensive surveys on the main island of Tahiti Nui 2003Ã¢ÂÂ2005.	The extinction of this species is attributed to predation from the introduced carnivorous snail Euglandina rosea.
16308	Mollusca	Gastropoda	Stylommatophora	Partulidae	Partula	dolichostoma	Polynesian Tree Snail	3.1	2009	After the introduction of the carnivorous snail Euglandina rosea in the late 1980s, native partulid species began disappearing rapidly. By 1992 there were few left and no live individuals of this species were found during surveys in 1994 and 2000 or during subsequent scientific expeditions to high altitudes.	The extinction of this species is attributed to predtaion by the introduced carnivorous snail Euglandina rosea.
16338	Mollusca	Gastropoda	Stylommatophora	Partulidae	Partula	dolorosa	Polynesian Tree Snail	3.1	2009	After the introduction of the carnivorous snail Euglandina rosea in the late 1980s, native partulid species began disappearing rapidly. By 1992 there were few left and no live individuals of this species were found during surveys in 1994 and 2000 or during subsequent scientific expeditions to high altitudes.	The extinction of this species is attributed to predation by the introduced carnivorous snail Euglandina rosea.
16339	Mollusca	Gastropoda	Stylommatophora	Partulidae	Partula	eremita	Polynesian Tree Snail	3.1	2009	After the introduction of the carnivorous snail Euglandina rosea in the late 1980s the native partulid species of this island began to disappear as a result of predation. No live individual partulids were found in the surveys of 1994 and none have been seen during scientific expeditions to high altitude areas since then (J.-Y. Meyer pers. comm.)	The extinction of this species is attributed to predation by the introduced carnivorous snail Euglandina rosea.
16310	Mollusca	Gastropoda	Stylommatophora	Partulidae	Partula	formosa	Polynesian Tree Snail	3.1	2009	After the introduction of the carnivorous snail Euglandina rosea in the late 1980s, native partulid species began disappearing rapidly. By 1992 there were few left and no live individuals were found during surveys in 1994 and 2000 or during subsequent scientific expeditions to high altitudes.	The extinction of this species is attributed to predation from the introduced carnivorous snail Euglandina rosea.
16312	Mollusca	Gastropoda	Stylommatophora	Partulidae	Partula	garretti	Polynesian Tree Snail	3.1	2009	After the introduction of the carnivorous snail Euglandina rosea in the late 1980s, native partulid species began disappearing rapidly. By 1992 there were few left and no live individuals were found during surveys in 1994 and 2000 or during subsequent scientific expeditions to high altitudes.Previously, this species appeared on the IUCN Red List as Extinct in the Wild (EW), however at the time the species in the breeding programme was incorrectly identified as Partula garretti. That EW species has subsequently been reclassified as Partula tristis, and P. garretti is now confirmed as Extinct.	The extinction of this species is attributed to predation from the introduced carnivorous snail Euglandina rosea.
16314	Mollusca	Gastropoda	Stylommatophora	Partulidae	Partula	imperforata	Polynesia Tree Snail	3.1	2009	After the introduction of the carnivorous snail Euglandina rosea in the late 1980s, native partulid species began disappearing rapidly. By 1992 there were few left and no live individuals were found during surveys in 1994 and 2000 or during subsequent scientific expeditions to high altitudes.	The extinction of this species is attributed to predation by the introduced carnivorous snail Euglandina rosea.
16340	Mollusca	Gastropoda	Stylommatophora	Partulidae	Partula	jackieburchi	Polynesian Tree Snail	3.1	2016		The extinction of this species is attributed to predation by the introduced carnivorous snail Euglandina rosea.
16290	Mollusca	Gastropoda	Stylommatophora	Partulidae	Partula	labrusca	Polynesian Tree Snail	3.1	2009	After the introduction of the carnivorous snail Euglandina rosea in the late 1980s, native partulid species began disappearing rapidly. By 1992 there were few left and no live individuals were found during surveys in 1994 and 2000 or during subsequent scientific expeditions to high altitudes. The last individual died in the breeding programme in 2002.	The extinction of this species is attributed to predation by the introduced carnivorous snail Euglandina rosea.
16315	Mollusca	Gastropoda	Stylommatophora	Partulidae	Partula	leptochila	Polynesian Tree Snail	3.1	2009	After the introduction of the carnivorous snail Euglandina rosea in the late 1980s, native partulid species began disappearing rapidly. By 1992 there were few left and no live individuals were found during surveys in 1994 and 2000 or during subsequent scientific expeditions to high altitudes.	The extinction of this species is attributed to predation by the introduced carnivorous snail Euglandina rosea.
16317	Mollusca	Gastropoda	Stylommatophora	Partulidae	Partula	levistriata	Polynesian Tree Snail	3.1	2009	After the introduction of the carnivorous snail Euglandina rosea in the late 1980s, native partulid species began disappearing rapidly. By 1992 there were few left and no live individuals were found during surveys in 1994 and 2000 or during subsequent scientific expeditions to high altitudes.	The extinction of this species is attributed to predation by the introduced carnivorous snail Euglandina rosea.
168191	Mollusca	Gastropoda	Stylommatophora	Partulidae	Partula	lugubris	Polynesian Tree Snail	3.1	2009	After the introduction of the carnivorous snail Euglandina rosea in the late 1980s, native partulid species began disappearing rapidly. By 1992 there were few left and no live individuals were found during surveys in 1994 and 2000 or during subsequent scientific expeditions to high altitudes.	The extinction of this species is attributed to predation by the introduced carnivorous snail Euglandina rosea.
16318	Mollusca	Gastropoda	Stylommatophora	Partulidae	Partula	lutea	Polynesian Tree Snail	3.1	2009	The carnivorous snail Euglandina rosea was introduced into Bora Bora around 1986. This species was responsible for mass extinctions of partulids on other islands and it is likely that the only partulid species of this island went extinct in the years between the introduction of E. rosea and the surveys in 1991 when no live individuals were found and shells were old and chalky. No partulids were seen during a botanical expedition in 2006 (J.-Y. Meyer pers. comm.).	The extinction of this species is attributed to predation by the introduced carnivorous snail Euglandina rosea.
168192	Mollusca	Gastropoda	Stylommatophora	Partulidae	Partula	navigatoria	Polynesian Tree Snail	3.1	2009	After the introduction of the carnivorous snail Euglandina rosea in the late 1980s, native partulid species began disappearing rapidly. By 1992 there were few left and no live individuals were found during surveys in 1994 and 2000 or during subsequent scientific expeditions to high altitudes.	The extinction of this species is attributed to predation by the introduced carnivorous snail Euglandina rosea.
16341	Mollusca	Gastropoda	Stylommatophora	Partulidae	Partula	planilabrum	Polynesian Tree Snail	3.1	2009	After the introduction of the carnivorous snail Euglandina rosea in the late 1980s the native partulid species of this island began to disappear as a result of predation. No live individual partulids were found in the surveys of 1994 and none have been seen during scientific expeditions to high altitude areas since then.	The extinction of this species is attributed to predation by the introduced carnivorous snail Euglandina rosea.
